CustomerID,Count,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn Score,CLTV,Churn Reason,churn_probability,churn_pred
1961,1,0,0,251,92014,67,32.948262,-117.256086,1,1,1,0,24,1,0,1,0,0,2,0,2,2,0,1,2,93.15,1866,1,73,2212,9,0.99933845,1
3542,1,0,0,287,92020,44,32.79697,-116.969082,0,1,0,0,54,1,2,0,2,2,0,2,2,2,1,0,0,82.45,3699,1,83,4149,12,0.99933845,1
4107,1,0,0,308,92029,82,33.079834,-117.134275,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,70.35,707,1,73,2671,8,0.99933845,1
75,1,0,0,706,92057,98,33.254497,-117.285879,0,0,0,0,7,1,2,1,0,0,0,0,0,0,0,1,2,73.85,4305,1,67,2473,18,0.99933845,1
1985,1,0,0,733,92059,108,33.384345,-117.072619,0,0,0,0,2,1,2,1,0,0,2,0,0,0,0,0,3,80.6,987,1,92,2683,19,0.99933845,1
3020,1,0,0,741,92060,101,33.309852,-116.823091,1,0,1,0,68,1,2,0,0,2,2,2,0,2,1,1,0,75.8,4425,1,81,4903,20,0.99933845,1
4738,1,0,0,752,92061,102,33.313828,-116.940501,0,0,0,0,43,1,2,1,0,2,2,0,2,2,2,1,2,104.6,4030,1,91,5250,10,0.99933845,1
924,1,0,0,809,92066,94,33.215251,-116.53633,1,0,1,0,63,1,2,1,0,2,2,0,2,2,0,1,2,103.4,5269,1,98,4352,15,0.99933845,1
1370,1,0,0,1048,92082,97,33.25283,-116.986079,0,0,0,0,2,1,0,1,0,0,0,0,2,2,0,1,2,90.4,1168,1,76,4157,7,0.99933845,1
126,1,0,0,869,92103,33,32.747484,-117.166877,1,0,1,0,4,1,2,1,0,2,2,0,0,0,0,1,0,84.8,3200,1,73,4939,7,0.99933845,1
428,1,0,0,869,92104,30,32.741499,-117.127409,0,1,0,0,21,0,1,0,2,0,0,0,2,0,0,1,2,41.9,6179,1,97,4778,7,0.99933845,1
3191,1,0,0,869,92105,32,32.741859,-117.090353,0,0,0,0,10,1,0,1,0,0,0,0,0,2,0,1,0,80.25,6193,1,85,3598,16,0.99933845,1
6392,1,0,0,869,92108,39,32.774046,-117.142454,1,1,1,0,27,0,1,0,2,0,0,0,0,0,0,0,1,30.75,6039,1,91,2927,17,0.99933845,1
683,1,0,0,869,92116,37,32.765299,-117.122565,1,0,0,0,5,1,0,1,0,0,2,0,2,2,0,0,0,96.5,4172,1,98,5383,18,0.99933845,1
159,1,0,0,869,92122,59,32.85723,-117.209774,1,0,0,0,2,1,2,1,0,0,0,0,2,0,0,1,2,85.65,1357,1,73,3878,19,0.99933845,1
6762,1,0,0,869,92129,69,32.961064,-117.134917,0,0,1,0,25,1,2,1,0,0,2,2,2,2,0,1,0,104.95,2221,1,66,3642,20,0.99933845,1
4904,1,0,0,869,92154,1,32.578103,-117.012975,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,3,50.65,4231,1,76,2431,7,0.99933845,1
3655,1,0,0,452,92201,165,33.713891,-116.237257,1,0,0,0,1,1,2,1,0,2,0,0,0,2,0,1,1,90.85,6326,1,81,3424,15,0.99933845,1
3453,1,0,0,451,92210,121,33.537646,-116.291089,1,1,1,0,11,1,0,2,1,1,1,1,1,1,0,0,3,19.95,1760,1,80,5888,11,0.99933845,1
363,1,0,0,735,92211,194,33.762759,-116.324817,0,1,1,0,55,1,2,1,0,2,2,0,0,0,0,1,2,85.45,4119,1,100,5502,9,0.99933845,1
4677,1,0,0,258,92240,318,33.948558,-116.516976,0,0,0,0,34,1,0,1,0,2,0,0,0,0,0,1,1,73.95,2180,1,94,5795,12,0.99933845,1
670,1,0,0,430,92250,50,32.811001,-115.152865,1,0,1,0,69,1,2,1,0,0,2,0,2,2,0,1,1,99.45,5522,1,80,4020,8,0.99933845,1
3366,1,0,0,681,92257,105,33.345825,-115.596574,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.9,1491,1,92,3351,18,0.99933845,1
5666,1,0,0,689,92258,288,33.906496,-116.569499,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.6,1485,1,95,3448,19,0.99933845,1
217,1,0,0,707,92259,21,32.698964,-115.886656,1,1,0,0,3,1,2,1,0,2,0,0,0,0,0,1,2,81.35,1964,1,73,2818,20,0.99933845,1
391,1,0,0,920,92273,43,32.790282,-115.689559,0,0,1,0,22,1,0,1,0,2,0,0,0,2,0,0,2,83.3,1405,1,88,3804,10,0.99933845,1
3950,1,0,0,1009,92274,120,33.53604,-116.119222,0,1,0,0,1,1,0,1,0,0,2,0,0,0,0,1,0,75.3,5768,1,67,4902,15,0.99933845,1
6399,1,0,0,2,92301,636,34.667815,-117.536183,0,0,1,0,61,1,0,2,1,1,1,1,1,1,0,1,3,19.4,339,1,82,4221,7,0.99933845,1
2052,1,0,0,32,92307,623,34.55082,-117.122396,1,0,0,0,12,1,0,0,0,0,0,0,0,0,0,1,0,45.4,4344,1,68,2887,7,0.99933845,1
5505,1,0,0,233,92325,564,34.248061,-117.29028,0,0,0,0,60,1,2,1,0,2,2,0,2,2,0,1,2,105.9,5155,1,84,4105,7,0.99933845,1
2882,1,0,0,241,92327,651,34.875144,-116.821698,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,69.55,5446,1,73,2792,2,0.99933845,1
155,1,0,0,574,92338,637,34.702766,-116.093376,0,0,1,0,28,1,0,1,0,0,0,0,0,2,0,1,2,81.05,1858,1,98,5201,2,0.99933845,1
602,1,0,0,573,92356,621,34.508417,-116.856103,1,0,1,0,4,1,2,1,0,0,2,0,2,2,0,0,2,101.15,3296,1,84,4417,2,0.99933845,1
2688,1,0,0,576,92358,556,34.238162,-117.534306,1,0,0,0,7,1,2,1,0,2,0,0,2,2,0,1,2,99.8,5336,1,98,2031,2,0.99933845,1
3243,1,0,0,763,92371,606,34.441123,-117.537886,0,0,1,0,13,1,0,0,0,0,0,0,0,2,0,0,2,55.95,5688,1,91,4498,2,0.99933845,1
2505,1,0,0,822,92373,355,34.003243,-117.138286,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,2,55.0,4557,1,71,4877,2,0.99933845,1
6615,1,0,0,830,92377,503,34.156758,-117.404686,0,0,1,0,1,1,0,1,0,2,0,0,0,0,0,1,2,74.7,5722,1,80,5980,2,0.99933845,1
1618,1,0,0,854,92382,529,34.186211,-117.07683,1,0,0,0,24,1,2,1,0,2,0,0,0,0,0,1,2,80.25,1431,1,77,4418,2,0.99933845,1
190,1,0,0,1000,92389,726,35.824572,-116.274755,1,0,0,0,5,1,0,1,0,0,0,2,2,2,0,1,2,96.1,3855,1,66,4192,2,0.99933845,1
4416,1,0,0,1057,92392,614,34.486835,-117.362274,0,0,0,0,15,1,0,1,0,0,0,0,0,0,0,0,0,69.0,6519,1,73,5671,2,0.99933845,1
304,1,0,0,1118,92397,588,34.358321,-117.618263,0,0,1,0,48,0,1,0,2,0,2,0,0,2,0,1,0,45.3,1762,1,65,4926,18,0.99933845,1
4215,1,0,0,865,92401,455,34.105935,-117.2914,0,0,1,0,8,1,0,1,0,2,0,0,2,0,0,1,2,83.55,5383,1,65,2879,19,0.99933845,1
5936,1,0,0,865,92410,456,34.106922,-117.297553,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.35,5717,1,93,2814,20,0.99933845,1
261,1,0,0,844,92503,279,33.890046,-117.455583,0,0,1,0,2,1,0,1,2,0,0,0,0,0,0,1,2,74.4,710,1,77,4263,10,0.99933845,1
5832,1,0,0,844,92506,306,33.930931,-117.361788,1,0,0,0,22,0,1,0,0,2,2,0,0,2,1,1,0,43.75,6332,1,66,3099,15,0.99933845,1
4424,1,0,0,844,92509,357,34.004379,-117.447864,0,1,0,0,5,0,1,0,0,2,0,0,0,0,0,0,2,28.45,567,1,89,4099,11,0.99933845,1
5528,1,0,0,589,92518,275,33.888323,-117.277533,0,0,0,0,12,1,2,1,2,2,2,0,0,2,0,1,0,99.7,435,1,76,2538,9,0.99933845,1
3981,1,0,0,419,92544,143,33.644585,-116.871544,0,1,0,0,20,1,2,1,0,2,2,0,0,2,0,1,2,94.1,1314,1,87,2666,12,0.99933845,1
5129,1,0,0,431,92548,192,33.761894,-117.120868,1,0,1,0,2,1,0,1,0,0,0,2,2,2,0,1,2,94.2,1154,1,72,3715,7,0.99933845,1
3241,1,0,0,446,92549,190,33.755039,-116.741796,0,0,1,0,6,1,2,1,0,0,0,2,0,0,0,1,2,80.5,4251,1,98,5032,18,0.99933845,1
4221,1,0,0,647,92557,329,33.970661,-117.255039,0,1,1,0,5,1,2,1,0,0,0,0,0,0,0,1,2,74.35,2896,1,82,5273,19,0.99933845,1
6624,1,0,0,662,92563,128,33.581045,-117.14719,1,0,0,0,40,1,2,1,0,0,2,2,2,2,0,0,0,104.8,3524,1,88,3492,20,0.99933845,1
157,1,0,0,759,92571,233,33.828289,-117.201666,0,1,1,0,27,1,0,1,2,0,0,0,0,0,0,1,0,75.2,1526,1,99,4517,10,0.99933845,1
4843,1,0,0,982,92586,163,33.707483,-117.200006,0,0,0,0,23,1,2,1,0,0,0,0,0,0,0,0,0,75.6,1279,1,81,2115,15,0.99933845,1
5955,1,0,0,982,92587,160,33.69887,-117.25071,1,0,1,0,34,1,2,1,0,0,2,0,2,2,0,1,2,100.05,3016,1,72,2568,7,0.99933845,1
6539,1,0,0,457,92612,142,33.643095,-117.810896,0,0,0,0,1,1,2,1,0,0,0,0,0,2,0,1,2,85.0,6205,1,80,5679,7,0.99933845,1
923,1,0,0,511,92630,144,33.644849,-117.684254,1,0,0,0,10,1,2,1,0,0,0,0,2,0,0,1,0,86.05,6153,1,85,2966,7,0.99933845,1
1942,1,0,0,441,92646,149,33.666301,-117.969501,1,0,0,0,13,0,1,0,2,0,0,2,2,0,0,1,1,45.55,4891,1,74,4856,16,0.99933845,1
4963,1,0,0,441,92648,153,33.679659,-118.016195,1,0,1,0,39,1,0,1,0,2,0,0,2,0,0,1,3,86.3,2842,1,98,3364,17,0.99933845,1
3765,1,0,0,676,92661,130,33.601309,-117.902304,1,0,0,0,32,1,2,1,0,2,0,0,0,0,0,1,0,80.35,2244,1,92,5974,2,0.99933845,1
641,1,0,0,898,92701,183,33.748478,-117.858918,0,0,0,0,35,1,2,1,0,0,2,0,2,2,0,1,2,100.25,3056,1,72,2744,4,0.99933845,1
3304,1,0,0,898,92707,166,33.714829,-117.872941,1,0,1,0,56,1,2,1,0,2,0,0,2,2,1,0,1,100.3,4649,1,67,5170,5,0.99933845,1
837,1,0,0,23,92805,237,33.830209,-117.906099,0,0,1,0,12,1,0,2,1,1,1,1,1,1,0,0,3,19.0,1962,1,72,3535,3,0.99933845,1
2533,1,0,0,23,92806,244,33.83796,-117.870494,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,3,75.3,5768,1,87,3244,2,0.99933845,1
1980,1,0,0,23,92807,252,33.848733,-117.788357,0,1,0,0,4,1,2,1,0,0,2,0,2,0,0,1,2,89.2,2991,1,74,5808,2,0.99933845,1
3681,1,0,0,110,92823,300,33.924143,-117.79387,0,1,0,0,1,1,2,1,0,0,0,0,2,0,0,1,2,85.7,6212,1,66,4880,4,0.99933845,1
489,1,0,0,684,92860,301,33.925833,-117.559639,0,0,0,0,12,1,2,0,2,0,2,2,0,0,0,1,3,61.65,5592,1,67,5670,4,0.99933845,1
2389,1,0,0,1120,92887,271,33.884073,-117.732197,0,1,1,0,65,1,2,1,2,0,2,0,2,2,0,0,0,105.25,5367,1,91,4196,4,0.99933845,1
4636,1,0,0,1055,93001,589,34.360261,-119.306383,1,0,1,0,9,0,1,0,0,2,0,0,0,0,0,1,2,29.95,2128,1,83,2573,5,0.99933845,1
3344,1,0,0,1055,93003,576,34.279221,-119.221437,0,0,1,0,9,1,0,0,2,2,2,2,0,0,0,0,3,65.0,5279,1,76,3983,5,0.99933845,1
682,1,0,0,795,93041,460,34.110124,-119.100972,0,0,0,0,7,1,0,2,1,1,1,1,1,1,0,0,0,20.0,665,1,100,4479,5,0.99933845,1
3177,1,0,0,981,93067,599,34.420998,-119.60137,1,1,1,0,49,1,2,1,0,2,0,0,0,2,0,0,1,90.05,3875,1,96,5059,3,0.99933845,1
3597,1,0,0,899,93101,598,34.419203,-119.710008,1,1,1,0,43,1,2,1,0,2,2,2,2,2,0,1,0,110.75,3964,1,65,2728,3,0.99933845,1
5123,1,0,0,899,93110,603,34.437945,-119.77191,0,0,1,0,65,1,2,1,0,2,2,0,2,2,0,1,2,105.5,5490,1,89,5720,2,0.99933845,1
3468,1,0,0,15,93201,733,35.869626,-119.498771,1,1,1,0,56,1,2,1,2,0,2,0,2,2,1,1,0,104.55,4777,1,91,6268,4,0.99933845,1
110,1,0,0,38,93202,766,36.315979,-119.710852,1,0,1,0,10,1,2,1,0,0,0,0,0,2,0,1,2,85.25,6227,1,75,3573,5,0.99933845,1
3195,1,0,0,50,93204,735,35.916943,-120.129921,0,0,1,0,43,1,0,0,0,0,0,0,2,0,0,0,2,56.15,2145,1,65,2152,7,0.99933845,1
663,1,0,0,98,93205,706,35.523991,-118.400432,1,0,0,0,1,1,0,1,0,0,0,0,2,2,0,1,2,89.55,6301,1,99,4996,2,0.99933845,1
1114,1,0,0,143,93208,747,36.057458,-118.591951,1,1,1,0,20,1,2,1,0,0,0,0,2,2,0,1,2,94.55,1473,1,84,5604,2,0.99933845,1
